FIRST_NAME,LAST_NAME,EMAIL,GENDER,DOB_DD_MM_YYYY,USER_TYPE,ROLE,AGE,CLIENT_NAME,PROJECT_NAME,PROJECT_START_DATE,PROJECT_END_DATE,PROJECT_DURATION,PROJECT_CATEGORY,ALLOCATION_START,ALLOCATION_END,ALLOCATION_DURATION,WEEK_START,WEEK_END,ACTIVITY,COMMENTS,MON,TUE,WED,THUR,FRI,SAT,SUN,FLAG,TOTAL_WEEK_HOURS,HOURS_OVER_OR_UNDER,FEEDBACK_START_PERIOD,FEEDBACK_END_PERIOD,Q1,Q2,Q3,Q4,Q5,Q6,FEEDBACK_COMMENTS,ATTENDANCE_REGULARIZATION
Cathryn,Stapylton,cstapyltonat@engadget.com,Female,20-04-1990,User,consultant,34,Kohler-Blanda,Consulting,2023-09-06,2023-09-20,14,Small Cap Project,27-10-2023,17-11-2023,21,2023-09-07,2023-09-14,client_project,Need more resources to complete tasks,3,2,6,10,11,12,1,True,45.0,5.0,2023-10-08,2023-10-15,5,3,3,3,1,3,Concerns about the project's impact on team members' workload and well-being.,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,27-09-1999,User,consultant,25,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,22-02-2024,28-03-2024,35,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,Ledner LLC,Software_Developper,2023-10-30,2023-11-27,28,Mid Cap Project,15-10-2023,12-11-2023,28,2024-01-19,2024-01-26,bau,Need to seek advice from mentors,3,1,1,1,12,8,5,False,31.0,-9.0,2024-01-31,2024-02-07,1,5,4,1,4,5,Feeling unsupported in addressing team challenges.,1
Janene,McEllen,jmcellenr3@php.net,Male,17-05-1999,User,software_developper,25,Graham and Sons,Software_Developper,2024-02-14,2024-02-28,14,Small Cap Project,09-12-2023,13-01-2024,35,2024-01-06,2024-01-13,sales_activity,Task complexity causing delays,2,4,4,7,12,2,7,True,38.0,-2.0,2024-03-19,2024-03-26,1,1,1,4,1,1,Concerns about the team's ability to adapt to change.,0
Burl,Pracy,bpracye@wiley.com,Female,30-12-1976,User,software_developper,48,"Glover, Gerhold and Ullrich",Consulting,2024-03-26,2024-04-30,35,Mid Cap Project,20-09-2023,11-10-2023,21,2024-02-20,2024-02-27,sales_activity,Completed the task successfully,9,2,2,2,8,1,6,False,30.0,-10.0,,,,,,,,,,1
Nady,Hellwich,nhellwichgj@mayoclinic.com,Female,09-04-2000,User,intern,24,"Nikolaus, Bogisich and Howell",Software_Developper,2023-12-04,2023-12-25,21,Mid Cap Project,09-09-2023,23-09-2023,14,2023-08-08,2023-08-15,bau,Working efficiently with time management techniques,9,11,9,3,12,3,10,True,57.0,17.0,2023-09-14,2023-09-21,4,3,2,4,5,1,Feeling stressed due to the project's impact on team dynamics and morale.,0
Steward,Rupert,srupertqj@nhs.uk,Female,05-10-1986,User,software_developper,38,"Kub, Cummerata and Emmerich",Software_Developper,2024-03-11,2024-04-22,42,Mid Cap Project,12-06-2023,03-07-2023,21,2024-04-07,2024-04-14,sales_activity,Need additional training on certain tools,11,11,11,1,8,7,8,False,57.0,17.0,2023-08-11,2023-08-18,4,1,4,4,2,3,Feeling stressed due to the project's impact on team dynamics and morale.,0
Leese,Divine,ldivinegk@naver.com,Female,15-02-1994,User,software_developper,30,Smith Group,Consulting,2023-05-08,2023-06-12,35,Mid Cap Project,03-04-2024,08-05-2024,35,2024-01-17,2024-01-24,client_project,Need to escalate issues to management,10,5,7,5,1,10,10,True,48.0,8.0,2023-10-05,2023-10-12,1,1,1,2,1,2,Seeking guidance on managing project constraints.,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,09-10-1980,User,consultant,44,Schmidt-McKenzie,Software_Developper,2023-08-31,2023-09-14,14,Small Cap Project,12-08-2023,02-09-2023,21,2024-01-06,2024-01-13,bau,Need to improve focus during work hours,2,8,12,9,2,7,9,False,49.0,9.0,,,,,,,,,,0
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,14-10-1979,User,software_developper,45,Doyle-Dietrich,Software_Developper,2023-06-26,2023-07-10,14,Small Cap Project,22-02-2024,07-03-2024,14,2024-03-14,2024-03-21,client_project,Need better communication from project stakeholders,7,5,2,4,1,6,9,False,34.0,-6.0,,,,,,,,,,1
Maddy,Fendley,mfendley9n@chron.com,Female,26-07-1988,User,consultant,36,"Gislason, Strosin and McDermott",Software_Developper,2023-05-19,2023-06-02,14,Small Cap Project,30-11-2023,21-12-2023,21,2023-12-18,2023-12-25,sales_activity,Feeling valued and appreciated by team,6,6,1,3,2,2,11,False,31.0,-9.0,2024-02-29,2024-03-07,3,3,1,3,4,3,Struggling with maintaining project stakeholder relationships and engagement.,1
Tawsha,Paridge,tparidge7w@furl.net,Male,01-02-1988,User,software_developper,36,Nolan-Thompson,Software_Developper,2023-06-25,2023-07-30,35,Mid Cap Project,05-03-2024,19-03-2024,14,2023-05-31,2023-06-07,sales_activity,Experiencing delays due to external factors,3,5,12,2,5,1,4,False,32.0,-8.0,2023-07-30,2023-08-06,3,3,1,5,1,4,Concerns about the team's ability to meet project deadlines.,1
Allison,Reinbach,areinbach8c@unicef.org,Male,20-09-1990,User,intern,34,"Crist, Harvey and Heaney",Software_Developper,2023-08-19,2023-09-23,35,Mid Cap Project,26-10-2023,23-11-2023,28,2024-01-11,2024-01-18,client_project,Feeling enthusiastic about project progress,5,5,3,10,3,4,3,True,33.0,-7.0,2024-01-11,2024-01-18,2,1,2,2,5,3,Experiencing difficulties in managing project budgets.,1
Ange,Healks,ahealksmq@unblog.fr,Female,02-02-1981,User,consultant,43,"Marvin, Moore and Nader",Software_Developper,2023-11-09,2023-12-14,35,Mid Cap Project,31-01-2024,13-03-2024,42,2023-07-02,2023-07-09,client_project,Facing challenges with time tracking,12,5,1,4,7,2,2,False,33.0,-7.0,2023-06-24,2023-07-01,4,2,1,1,1,1,Struggling with maintaining project alignment with organizational objectives.,1
Immanuel,Thomazin,ithomazingy@sfgate.com,Female,24-10-1979,User,consultant,45,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,26-05-2023,23-06-2023,28,2024-02-29,2024-03-07,client_project,Experiencing burnout from long hours,9,2,10,4,9,7,4,False,45.0,5.0,2023-12-25,2024-01-01,1,4,2,3,3,2,Concerns about the project's ability to deliver desired outcomes and benefits.,0
Noach,Wigmore,nwigmore7i@apple.com,Female,26-11-2001,User,tribe_master,23,Bosco and Sons,Consulting,2023-10-15,2023-10-29,14,Small Cap Project,14-01-2024,11-02-2024,28,2023-07-11,2023-07-18,sales_activity,Facing distractions while working,10,12,10,7,9,1,6,True,55.0,15.0,2024-02-07,2024-02-14,1,2,3,1,4,2,Concerns about the impact of external factors on project timelines.,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,09-10-1980,User,consultant,44,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,12-08-2023,02-09-2023,21,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Maybelle,Bau,mbaunu@theguardian.com,Male,12-11-2000,User,software_developper,24,"Kohler, Gulgowski and Koepp",Intern,2023-04-13,2023-05-18,35,Mid Cap Project,26-08-2023,30-09-2023,35,2023-05-17,2023-05-24,client_project,Facing communication issues with team,12,9,2,10,3,1,2,False,39.0,-1.0,2023-10-16,2023-10-23,4,3,2,3,3,3,Concerns about the project's ability to deliver value and outcomes effectively.,0
Lanie,Bavidge,lbavidgeax@auda.org.au,Female,05-07-2001,User,consultant,23,Ledner Group,Software_Developper,2023-06-08,2023-06-29,21,Mid Cap Project,04-03-2024,08-04-2024,35,2023-06-16,2023-06-23,client_project,Feeling frustrated with the workload,1,12,7,10,8,3,11,True,52.0,12.0,,,,,,,,,,0
Kaycee,Olanda,kolanda5p@tinypic.com,Female,06-02-1998,User,software_developper,26,Huels-Sporer,Software_Developper,2024-01-17,2024-02-14,28,Mid Cap Project,29-02-2024,11-04-2024,42,2023-09-20,2023-09-27,client_project,Experiencing technical issues with software tools,1,3,5,11,1,3,7,True,31.0,-9.0,,,,,,,,,,1
Cloe,Spinley,cspinleyi@ebay.com,Female,01-04-1982,User,software_developper,42,Koepp Inc,Consulting,2023-05-03,2023-06-07,35,Mid Cap Project,11-08-2023,01-09-2023,21,2023-09-23,2023-09-30,client_project,Need to address project dependencies,12,11,8,5,12,3,2,False,53.0,13.0,2023-06-07,2023-06-14,4,1,4,4,3,3,Concerns about the project's alignment with organizational goals.,0
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,14-10-1979,User,software_developper,45,Doyle-Dietrich,Software_Developper,2023-06-26,2023-07-10,14,Small Cap Project,22-02-2024,07-03-2024,14,2023-09-16,2023-09-23,bau,Need better communication from project stakeholders,10,7,12,10,4,4,10,False,57.0,17.0,,,,,,,,,,0
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,"Mayer, Marquardt and Heathcote",Software_Developper,2024-02-08,2024-02-29,21,Mid Cap Project,15-10-2023,12-11-2023,28,2024-02-10,2024-02-17,client_project,Need to enhance cross-functional collaboration,9,5,4,3,5,4,1,False,31.0,-9.0,2023-07-03,2023-07-10,5,5,3,4,3,1,Need assistance in managing stakeholder expectations effectively.,1
Monro,Thirsk,mthirsk4x@jigsy.com,Female,06-05-1993,User,consultant,31,Kub-Beatty,Software_Developper,2024-02-08,2024-03-21,42,Mid Cap Project,09-11-2023,23-11-2023,14,2024-04-08,2024-04-15,client_project,Feeling supported by team members,7,12,3,4,1,4,1,True,32.0,-8.0,2024-03-29,2024-04-05,4,2,3,1,2,2,Experiencing difficulties in managing distributed project teams.,1
Davina,Janeway,djaneway1u@cbc.ca,Male,10-12-1982,User,intern,42,Nicolas LLC,Software_Developper,2024-01-21,2024-02-18,28,Mid Cap Project,18-12-2023,29-01-2024,42,2023-06-05,2023-06-12,client_project,Need to enhance communication skills,2,2,9,4,7,3,2,False,29.0,-11.0,2023-09-03,2023-09-10,5,1,1,4,3,1,Need some help from the resource person.,1
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,Ledner LLC,Software_Developper,2023-10-30,2023-11-27,28,Mid Cap Project,15-10-2023,12-11-2023,28,2024-02-10,2024-02-17,client_project,Need to enhance cross-functional collaboration,9,5,4,3,5,4,1,False,31.0,-9.0,2023-07-03,2023-07-10,5,5,3,4,3,1,Need assistance in managing stakeholder expectations effectively.,1
Cass,Hulkes,chulkesdx@fema.gov,Male,23-02-1979,User,software_developper,45,"Gerlach, Rosenbaum and Grimes",Software_Developper,2023-06-20,2023-07-04,14,Small Cap Project,06-04-2024,20-04-2024,14,2023-09-14,2023-09-21,client_project,Facing resistance to change from stakeholders,5,3,2,8,8,9,1,False,36.0,-4.0,2023-09-30,2023-10-07,4,4,4,4,5,3,Seeking advice on conflict resolution techniques.,0
Chevy,Smitherman,csmitherman19@sciencedaily.com,Female,10-10-1984,User,consultant,40,"Beatty, Lockman and Ortiz",Software_Developper,2023-06-04,2023-07-02,28,Mid Cap Project,26-06-2023,17-07-2023,21,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-09-19,2023-09-26,1,1,4,2,4,1,Seeking advice on handling difficult conversations.,1
Susan,Kike,skikeg4@hud.gov,Male,09-03-1985,User,consultant,39,Nicolas LLC,Software_Developper,2024-01-21,2024-02-18,28,Mid Cap Project,14-10-2023,25-11-2023,42,2023-06-05,2023-06-12,client_project,Need to enhance communication skills,2,2,9,4,7,3,2,False,29.0,-11.0,,,,,,,,,,1
Doug,Christiensen,dchristiensene8@networkadvertising.org,Female,23-05-1997,User,consultant,27,"Nikolaus, Bogisich and Howell",Software_Developper,2023-12-04,2023-12-25,21,Mid Cap Project,17-01-2024,31-01-2024,14,2024-02-27,2024-03-05,bau,Feeling confident in problem-solving abilities,5,5,8,9,10,9,6,False,52.0,12.0,2023-09-19,2023-09-26,2,3,5,3,1,3,Need assistance in improving team communication channels.,0
Nevin,Concannon,nconcannonni@hugedomains.com,Female,21-03-1997,User,software_developper,27,"Leannon, Mueller and Shanahan",Consulting,2023-12-16,2024-01-20,35,Mid Cap Project,12-02-2024,26-02-2024,14,2023-12-24,2023-12-31,client_project,Task completed ahead of schedule,6,9,6,2,9,7,10,True,49.0,9.0,,,,,,,,,,0
Cass,Hulkes,chulkesdx@fema.gov,Male,19-03-1990,User,software_developper,34,"Sporer, Gislason and Sawayn",Consulting,2024-02-16,2024-03-15,28,Mid Cap Project,06-04-2024,20-04-2024,14,2023-06-05,2023-06-12,sales_activity,Need feedback on work done so far,11,1,5,7,11,4,5,True,44.0,4.0,2023-09-30,2023-10-07,4,4,4,4,5,3,Seeking advice on conflict resolution techniques.,0
Cirilo,Blaw,cblaw3a@google.fr,Female,26-01-1984,User,consultant,40,Doyle-Dietrich,Software_Developper,2023-06-26,2023-07-10,14,Small Cap Project,09-04-2023,14-05-2023,35,2024-03-14,2024-03-21,client_project,Need better communication from project stakeholders,7,5,2,4,1,6,9,False,34.0,-6.0,2023-06-15,2023-06-22,5,3,1,3,4,2,Need support in addressing team members' performance issues.,1
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,Koepp Inc,Consulting,2023-05-03,2023-06-07,35,Mid Cap Project,23-03-2024,04-05-2024,42,2023-12-29,2024-01-05,bau,Struggling to prioritize tasks effectively,5,9,11,10,7,5,4,True,51.0,11.0,2023-04-26,2023-05-03,5,5,2,5,4,1,Concerns about the project's alignment with strategic objectives.,0
Maybelle,Bau,mbaunu@theguardian.com,Male,12-11-2000,User,software_developper,24,Hudson-Wisoky,Software_Developper,2023-12-07,2024-01-18,42,Mid Cap Project,19-02-2024,11-03-2024,21,2024-01-31,2024-02-07,client_project,Need to establish clearer project timelines,3,2,10,2,6,4,2,False,29.0,-11.0,2024-01-11,2024-01-18,3,3,1,2,3,3,Need assistance in managing project scope changes and creep effectively.,1
Noach,Wigmore,nwigmore7i@apple.com,Female,26-11-2001,User,tribe_master,23,"Kohler, Gulgowski and Koepp",Intern,2023-04-13,2023-05-18,35,Mid Cap Project,14-01-2024,11-02-2024,28,2023-05-17,2023-05-24,client_project,Facing communication issues with team,12,9,2,10,3,1,2,False,39.0,-1.0,2023-07-02,2023-07-09,5,4,1,5,3,2,Feeling unsupported in addressing project conflicts and disagreements.,0
Nat,Highman,nhighmanbt@pcworld.com,Female,12-11-1980,User,tribe_master,44,"Dooley, Kozey and Runolfsson",Consulting,2023-07-27,2023-08-31,35,Mid Cap Project,01-08-2023,15-08-2023,14,2024-03-12,2024-03-19,sales_activity,Meeting deadlines consistently,9,8,4,8,4,12,3,True,48.0,8.0,2024-03-27,2024-04-03,1,2,3,2,4,2,Struggling with maintaining project momentum during changes.,0
Jarvis,Arter,jartermc@google.com.br,Female,01-04-2001,User,software_developper,23,"Walker, Williamson and Reilly",Software_Developper,2023-04-22,2023-05-06,14,Small Cap Project,07-09-2023,19-10-2023,42,2023-12-18,2023-12-25,bau,Facing challenges with time tracking,9,7,2,4,1,8,2,True,33.0,-7.0,2023-09-13,2023-09-20,5,3,5,1,4,2,Experiencing burnout due to long hours.,1
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Hettinger-Littel,Software_Developper,2024-04-20,2024-05-11,21,Mid Cap Project,22-08-2023,12-09-2023,21,2023-07-04,2023-07-11,sales_activity,Feeling confident about progress made,10,1,8,5,3,4,3,False,34.0,-6.0,2024-02-22,2024-02-29,2,5,1,5,4,5,Experiencing technical issues with my workstation.,1
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Lang-Harvey,Software_Developper,2024-04-05,2024-05-03,28,Mid Cap Project,22-08-2023,12-09-2023,21,2023-08-20,2023-08-27,sales_activity,Need to delegate tasks more effectively,7,6,6,9,9,2,7,False,46.0,6.0,2023-11-10,2023-11-17,5,5,4,1,1,4,Concerns about the project's risks and mitigation strategies.,0
Poul,Candey,pcandeykz@ebay.com,Female,18-07-1987,User,consultant,37,Cummings Inc,Consulting,2024-03-18,2024-04-22,35,Mid Cap Project,19-01-2024,01-03-2024,42,2023-08-27,2023-09-03,bau,Need to enhance cross-functional collaboration,11,7,8,1,1,4,2,True,34.0,-6.0,2024-02-09,2024-02-16,2,2,3,1,4,4,Feeling stressed due to the project's impact on team dynamics and morale.,1
Noach,Wigmore,nwigmore7i@apple.com,Female,26-11-2001,User,tribe_master,23,"Kohler, Gulgowski and Koepp",Intern,2023-04-13,2023-05-18,35,Mid Cap Project,14-01-2024,11-02-2024,28,2024-03-02,2024-03-09,sales_activity,Feeling enthusiastic about project progress,11,12,7,9,3,6,5,True,53.0,13.0,2023-07-02,2023-07-09,5,4,1,5,3,2,Feeling unsupported in addressing project conflicts and disagreements.,0
Anthea,Tivnan,ativnanjt@pinterest.com,Male,15-04-1996,User,software_developper,28,Jast and Sons,Software_Developper,2024-01-29,2024-02-12,14,Small Cap Project,19-02-2024,01-04-2024,42,2023-10-30,2023-11-06,client_project,Facing challenges with client expectations,8,3,6,7,2,5,9,True,40.0,0.0,,,,,,,,,,0
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,09-10-1980,User,consultant,44,"Corkery, Hickle and Auer",Software_Developper,2024-04-20,2024-05-04,14,Small Cap Project,12-08-2023,02-09-2023,21,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Mose,Ganforthe,mganfortheqk@gov.uk,Female,21-05-1986,User,intern,38,Kohler Inc,Software_Developper,2023-04-23,2023-05-14,21,Mid Cap Project,02-12-2023,30-12-2023,28,2023-09-26,2023-10-03,client_project,Need more resources to complete tasks,10,4,8,3,1,4,3,False,33.0,-7.0,,,,,,,,,,1
Maybelle,Bau,mbaunu@theguardian.com,Male,12-11-2000,User,software_developper,24,"Kohler, Gulgowski and Koepp",Intern,2023-04-13,2023-05-18,35,Mid Cap Project,26-08-2023,30-09-2023,35,2023-07-11,2023-07-18,sales_activity,Facing distractions while working,10,12,10,7,9,1,6,True,55.0,15.0,2023-10-16,2023-10-23,4,3,2,3,3,3,Concerns about the project's ability to deliver value and outcomes effectively.,0
Darrell,Brandham,dbrandhamr9@newsvine.com,Male,02-05-1991,User,software_developper,33,Pouros LLC,Consulting,2024-01-30,2024-02-27,28,Mid Cap Project,12-03-2024,16-04-2024,35,2023-06-05,2023-06-12,sales_activity,Need feedback on work done so far,11,1,5,7,11,4,5,True,44.0,4.0,2024-03-25,2024-04-01,3,2,3,5,1,3,Experiencing difficulties in managing project resources.,0
Nowell,Carrane,ncarrane7l@twitter.com,Female,27-05-1983,User,software_developper,41,Nitzsche-Hodkiewicz,Consulting,2023-07-21,2023-08-18,28,Mid Cap Project,01-06-2023,13-07-2023,42,2024-01-17,2024-01-24,sales_activity,Need to address project risks proactively,2,12,3,1,2,3,3,False,26.0,-14.0,2023-11-22,2023-11-29,2,2,5,4,3,5,Need support in fostering a culture of innovation within the team.,1
Kissiah,Grumley,kgrumleymx@com.com,Male,09-04-1977,User,intern,47,Price Inc,Consulting,2023-10-05,2023-10-26,21,Mid Cap Project,01-04-2024,06-05-2024,35,2024-01-17,2024-01-24,sales_activity,Facing challenges due to changing requirements,7,11,8,9,8,7,1,False,51.0,11.0,2023-10-29,2023-11-05,5,2,4,2,5,1,Struggling with maintaining team motivation during tough times.,0
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,23-03-2024,04-05-2024,42,2023-05-14,2023-05-21,sales_activity,Feeling confident in project team's capabilities,6,8,10,3,1,2,9,True,39.0,-1.0,2023-04-26,2023-05-03,5,5,2,5,4,1,Concerns about the project's alignment with strategic objectives.,0
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Paucek-Rutherford,Consulting,2023-04-14,2023-04-28,14,Small Cap Project,22-08-2023,12-09-2023,21,2023-12-24,2023-12-31,client_project,Feeling challenged by ambitious project goals,8,9,6,2,9,3,8,False,45.0,5.0,2023-11-10,2023-11-17,5,5,4,1,1,4,Concerns about the project's risks and mitigation strategies.,0
Tawsha,Paridge,tparidge7w@furl.net,Male,01-02-1988,User,software_developper,36,Nolan-Thompson,Software_Developper,2023-06-25,2023-07-30,35,Mid Cap Project,05-03-2024,19-03-2024,14,2023-05-31,2023-06-07,sales_activity,Experiencing delays due to external factors,3,5,12,2,5,1,4,False,32.0,-8.0,2023-07-30,2023-08-06,3,3,1,5,1,4,Concerns about the team's ability to meet project deadlines.,1
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,23-03-2024,04-05-2024,42,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-06-18,2023-06-25,3,4,3,2,3,3,Struggling to cope with changing project requirements.,1
Briny,Kittman,bkittmannd@dyndns.org,Male,04-09-1983,User,tribe_master,41,Stanton and Sons,Software_Developper,2024-03-19,2024-04-23,35,Mid Cap Project,23-03-2024,04-05-2024,42,2023-04-29,2023-05-06,sales_activity,Feeling empowered to make decisions,1,11,4,5,4,2,1,False,28.0,-12.0,2023-06-18,2023-06-25,3,4,3,2,3,3,Struggling to cope with changing project requirements.,1
Maybelle,Bau,mbaunu@theguardian.com,Male,12-11-2000,User,software_developper,24,Bosco and Sons,Consulting,2023-10-15,2023-10-29,14,Small Cap Project,26-08-2023,30-09-2023,35,2023-07-11,2023-07-18,sales_activity,Facing distractions while working,10,12,10,7,9,1,6,True,55.0,15.0,2023-10-22,2023-10-29,1,4,2,5,1,4,Experiencing difficulties in managing project risks and uncertainties.,0
Damon,Toffetto,dtoffettopl@census.gov,Female,12-08-1998,User,intern,26,Hettinger-Littel,Software_Developper,2024-04-20,2024-05-11,21,Mid Cap Project,22-08-2023,12-09-2023,21,2023-12-01,2023-12-08,sales_activity,Task requirements not clearly defined,7,5,5,11,4,7,12,True,51.0,11.0,2023-11-10,2023-11-17,5,5,4,1,1,4,Concerns about the project's risks and mitigation strategies.,0
Somerset,O'Sirin,sosirinl2@cdc.gov,Male,24-01-1993,User,software_developper,31,Brekke Group,Consulting,2023-08-04,2023-08-25,21,Mid Cap Project,18-08-2023,29-09-2023,42,2024-01-18,2024-01-25,bau,Facing pressure to deliver results under tight deadlines,8,4,8,12,4,9,11,True,56.0,16.0,2024-03-25,2024-04-01,2,3,2,3,4,4,Concerns about the team's cohesion and morale.,0
Janene,McEllen,jmcellenr3@php.net,Male,17-05-1999,User,software_developper,25,Klein-Abshire,Software_Developper,2023-05-08,2023-06-05,28,Mid Cap Project,09-12-2023,13-01-2024,35,2023-10-10,2023-10-17,sales_activity,Feeling stressed about impending deadlines,6,6,9,1,6,2,8,True,38.0,-2.0,2024-03-19,2024-03-26,1,1,1,4,1,1,Concerns about the team's ability to adapt to change.,0
Nanon,Spowage,nspowagef9@sciencedaily.com,Male,14-10-1979,User,software_developper,45,Langworth and Sons,Software_Developper,2024-02-05,2024-02-26,21,Mid Cap Project,22-02-2024,07-03-2024,14,2024-03-04,2024-03-11,sales_activity,Meeting deadlines consistently,12,6,12,2,10,3,9,False,54.0,14.0,,,,,,,,,,0
Drusy,Stoffersen,dstoffersenfs@oaic.gov.au,Female,26-08-1989,User,software_developper,35,Kerluke and Sons,Software_Developper,2024-01-21,2024-02-18,28,Mid Cap Project,23-09-2023,04-11-2023,42,2023-11-24,2023-12-01,sales_activity,Feeling grateful for team collaboration,10,4,8,5,10,2,8,False,47.0,7.0,,,,,,,,,,0
Davina,Janeway,djaneway1u@cbc.ca,Male,10-12-1982,User,intern,42,Nicolas LLC,Software_Developper,2024-01-21,2024-02-18,28,Mid Cap Project,18-12-2023,29-01-2024,42,2023-06-05,2023-06-12,client_project,Need to enhance communication skills,2,2,9,4,7,3,2,False,29.0,-11.0,2023-09-19,2023-09-26,3,5,3,3,2,2,Need more transparency in communication.,1
Nowell,Carrane,ncarrane7l@twitter.com,Female,27-05-1983,User,software_developper,41,Thompson and Sons,Software_Developper,2023-07-29,2023-09-09,42,Mid Cap Project,01-06-2023,13-07-2023,42,2024-01-17,2024-01-24,sales_activity,Need to address project risks proactively,2,12,3,1,2,3,3,False,26.0,-14.0,2023-08-11,2023-08-18,4,1,3,1,5,1,Experiencing burnout due to long hours.,1
Cass,Hulkes,chulkesdx@fema.gov,Male,19-03-1990,User,software_developper,34,Pouros LLC,Consulting,2024-01-30,2024-02-27,28,Mid Cap Project,06-04-2024,20-04-2024,14,2023-11-16,2023-11-23,client_project,Feeling valued and appreciated by team,9,12,6,1,6,9,11,False,54.0,14.0,2023-09-14,2023-09-21,1,5,5,5,1,4,Feeling frustrated with the project's lack of progress and clarit,0
Nat,Highman,nhighmanbt@pcworld.com,Female,12-11-1980,User,tribe_master,44,Daugherty-Connelly,Software_Developper,2024-03-27,2024-05-08,42,Mid Cap Project,01-08-2023,15-08-2023,14,2023-10-16,2023-10-23,sales_activity,Need assistance,1,8,1,3,8,8,5,False,34.0,-6.0,2024-03-27,2024-04-03,1,2,3,2,4,2,Struggling with maintaining project momentum during changes.,1
Cointon,Barkes,cbarkeskc@dailymotion.com,Male,09-10-1980,User,consultant,44,"Kautzer, McKenzie and Lockman",Software_Developper,2024-03-15,2024-04-05,21,Mid Cap Project,12-08-2023,02-09-2023,21,2024-03-26,2024-04-02,bau,Task complexity higher than anticipated,1,3,8,5,9,5,2,True,33.0,-7.0,,,,,,,,,,1
Nowell,Carrane,ncarrane7l@twitter.com,Female,27-05-1983,User,software_developper,41,Hintz-Towne,Consulting,2024-01-24,2024-02-14,21,Mid Cap Project,01-06-2023,13-07-2023,42,2024-01-17,2024-01-24,sales_activity,Need to address project risks proactively,2,12,3,1,2,3,3,False,26.0,-14.0,2023-08-11,2023-08-18,4,1,3,1,5,1,Experiencing burnout due to long hours.,1
Oriana,Burbridge,oburbridgefy@usnews.com,Male,24-02-1985,User,consultant,39,"Ryan, McGlynn and VonRueden",Software_Developper,2023-07-12,2023-07-26,14,Small Cap Project,28-03-2024,09-05-2024,42,,,,,,,,,,,,,,,2023-08-28,2023-09-04,4,1,4,1,4,5,Need support in managing project dependencies effectively.,0
Tiertza,Stowgill,tstowgill34@bloglines.com,Male,07-04-1982,User,consultant,42,"Mayer, Marquardt and Heathcote",Software_Developper,2024-02-08,2024-02-29,21,Mid Cap Project,11-09-2023,16-10-2023,35,2024-01-19,2024-01-26,bau,Need to seek advice from mentors,3,1,1,1,12,8,5,False,31.0,-9.0,2023-05-17,2023-05-24,2,1,5,2,4,4,Experiencing difficulties in managing project expectations and scope creep.,1
Kirbee,Rosiello,krosielloqr@symantec.com,Female,02-07-1979,User,tribe_master,45,Ledner LLC,Software_Developper,2023-10-30,2023-11-27,28,Mid Cap Project,15-10-2023,12-11-2023,28,2024-01-19,2024-01-26,bau,Need to seek advice from mentors,3,1,1,1,12,8,5,False,31.0,-9.0,2024-01-03,2024-01-10,3,2,3,4,5,2,Need assistance in managing stakeholder expectations.,1
